류,번호,표제,품명
22,2202,음료,설탕이나 그 밖의 감미료 또는 맛이나 향을 첨가한 물(광천수와 탄산수를 포함한다)과 그 밖의 알코올을 함유하지 않은 음료(제2009호의 과실·견과류 주스와 채소 주스는 제외한다)
22,2203,맥주,맥주
22,2204,포도주,"포도주(생포도로 제조한 것으로 한정하며, 알코올로 강화한 포도주를 포함한다)와 포도즙(제2009호의 것은 제외한다)"
22,2205,베르뭇,베르무트(vermouth)와 그 밖에 이와 유사한 포도주[생포도로 제조한 것으로서 식물이나 방향성(芳香性) 물질로 맛이나 향을 첨가한 것으로 한정한다]
22,2206,기타의 발효주,"그 밖의 발효주[예: 사과술·배술·미드(mead)·청주(sake)], 따로 분류되지 않은 발효주의 혼합물, 발효주와 알코올을 함유하지 않은 음료와의 혼합물"
22,2207,주정,"변성하지 않은 에틸알코올(알코올의 용량이 전 용량의 100분의 80 이상인 것으로 한정한다), 변성 에틸알코올과 그 밖의 변성 주정(알코올의 용량은 상관없다)"
22,2208,기타의 주류,"변성하지 않은 에틸알코올(알코올의 용량이 전 용량의 100분의 80 미만인 것으로 한정한다), 증류주·리큐르(liqueur)와 그 밖의 주정음료"
22,2209,식초,식초와 초산으로 만든 식초 대용물
23,2301,비식용의 육·어류의 분,육·설육(屑肉)·어류·갑각류·연체동물이나 그 밖의 수생(水生) 무척추동물의 고운 가루·거친 가루·펠릿(pellet)(식용에 적합하지 않은 것으로 한정한다)과 수지박
23,2302,밀기울,밀기울·쌀겨와 그 밖에 이와 유사한 박(residue)류[펠릿(pellet) 모양인지에 상관없으며 곡물·채두류(菜豆類)의 선별·제분이나 그 밖의 처리과정에서 생기는 것으로 한정한다]
23,2303,전분박·비트펄프·버개스,"전분박과 이와 유사한 박(residue)류, 비트펄프(beet-pulp), 버개스(bagasse)와 그 밖의 설탕을 제조할 때 생기는 웨이스트(waste), 양조하거나 증류할 때 생기는 박과 웨이스트[펠릿(pellet) 모양인지에 상관없다]"
23,2304,대두의 오일케이크,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다]
23,2305,낙화생의 오일케이크,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다]
23,2306,기타의 오일케이크,오일 케이크와 그 밖의 고체 형태인 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없으며 제2304호나 제2305호의 것은 제외한 식물성·미생물성 지방이나 기름을 추출할 때 생기는 것으로 한정한다]
23,2307,와인리스와 생주석,와인리스(wine lees)와 생주석(argol)
23,2308,사료용의 식물성 물질,사료용 식물성 물질·식물성 웨이스트(waste)·식물성 박(residue)류와 부산물[펠릿(pellet) 모양인지에 상관없으며 따로 분류되지 않은 것으로 한정한다]
23,2309,사료용 조제품,사료용 조제품
24,2401,잎담배,잎담배와 담배 부산물
24,2402,시가·궐련,시가(cigar)·셔루트(cheroot)·시가릴로(cigarillo)·궐련(담배나 담배 대용물인 것으로 한정한다)
24,2403,기타 제조담배,"그 밖의 제조 담배, 제조한 담배 대용물, 균질화하거나 재구성한 담배·담배 추출물(extract)과 에센스(essence)"
24,2404,니코틴 함유 물품,"담배·재구성한 담배·니코틴이나 담배 대용물·니코틴 대용물을 함유한 물품(연소시키지 않고 흡입하도록 만들어진 것으로 한정한다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것"
25,2501,소금,"소금(식탁염과 변성염을 포함한다), 순염화나트륨[수용액(水溶液)인지 또는 고결(固結)방지제나 유동제를 첨가한 것인지에 상관없다]과 바닷물"
25,2502,황화철광,황화철광[배소(焙燒)하지 않은 것으로 한정한다]
25,2503,황,황[승화황(昇華黃)·침강황(沈降黃)·콜로이드황은 제외한다]
25,2504,천연흑연,천연 흑연
25,2505,천연모래,천연 모래(착색된 것인지에 상관없으며 제26류의 금속을 함유하는 모래는 제외한다)
25,2506,석영과 규암,석영(천연 모래는 제외한다)과 규암[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]
25,2507,고령토,고령토와 그 밖의 고령토질의 점토[하소(?燒)한 것인지에 상관없다]
25,2508,기타 점토,"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)·홍주석(紅柱石)·남정석(藍晶石)·규선석(硅線石) [하소(?燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
25,2509,쵸크,초크
25,2510,천연인산칼슘,천연 인산칼슘·천연 인산알루미늄칼슘·인산염을 함유한 초크
25,2511,중정석·독중석,"천연 황산바륨[중정석(重晶石)], 천연 탄산바륨[독중석(毒重石)][하소(?燒)한 것인지에 상관없으며 제2816호의 산화바륨은 제외한다]"
25,2512,규조토,규조토[예: 키절구어(kieselguhr)·트리폴리트(tripolite)·다이어토마이트(diatomite)]와 이와 유사한 규산질의 흙[하소(?燒)한 것인지에 상관없으며 겉보기 비중이 1 이하인 것으로 한정한다]
25,2513,"부석, 금강사","부석(浮石), 금강사(金剛砂), 천연 커런덤(corundum)·천연 석류석과 그 밖의 천연 연마재료(열처리한 것인지에 상관없다)"
25,2514,슬레이트,슬레이트[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]
25,2515,대리석,대리석·트래버틴(travertine)·에코신(ecaussine)과 그 밖의 석비(石碑)용·건축용 석회질의 암석(겉보기 비중이 2.5 이상인 것으로 한정한다)과 설화석고(alabaster)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]
25,2516,화강암,화강암·반암(斑巖)·현무암·사암과 그 밖의 석비(石碑)용·건축용 암석[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]
25,2517,자갈·쇄석,"자갈·왕자갈·쇄석(碎石)[콘크리트용·도로포장용·철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)·드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이·파편·가루(열처리한 것인지에 상관없다)"
25,2518,백운석,백운석(白雲石)[하소(?燒)한 것인지 또는 소결(燒結)한 것인지에 상관없으며 톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것을 포함한다]
25,2519,마그네사이트,"천연 탄산마그네슘(마그네사이트), 용융(溶融) 마그네시아, 소결(燒結)한 마그네시아[소결(燒結)하기 전에 첨가된 기타 산화물을 소량 함유한 것인지에 상관없다], 그 밖의 산화마그네슘(순수한 것인지에 상관없다)"
25,2520,석고,"석고, 무수(無水)석고, 플라스터(plaster)[하소(?燒)한 석고나 황산칼슘을 원료로 한 것으로서 착색한 것인지 또는 촉진제나 지연제를 소량 첨가한 것인지에 상관없다]"
25,2521,석회석,"석회석 융제(融劑), 석회석과 그 밖의 석회질의 암석(석회나 시멘트 제조용으로 한정한다)"
25,2522,석회,"생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)"
25,2523,시멘트,포틀랜드(Portland) 시멘트·알루미나(aluminous) 시멘트·슬래그(slag) 시멘트·슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
25,2524,석면　,석면
25,2525,운모,운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste)
25,2526,천연동석,천연 동석(凍石)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]과 활석
25,2528,천연붕산염,"천연 붕산염과 그 정광(精鑛)[하소(?燒)한 것인지에 상관없으며 천연 염수(鹽水)에서 분리한 붕산염은 제외한다], 천연 붕산(건조한 상태에서 측정한 붕산의 함유량이 전 중량의 100분의 85 이하인 것으로 한정한다)"
25,2529,"장석, 백류석","장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)"
25,2530,기타의 광물,따로 분류되지 않은 광물
26,2601,철광,철광과 그 정광(精鑛)[배소(焙燒)한 황화철광을 포함한다]
26,2602,망간광,망간광과 그 정광(精鑛)[건조 상태에서 측정한 망간의 함유량이 전 중량의 100분의 20 이상인 철망간광과 그 정광(精鑛)을 포함한다]
26,2603,동광,구리광과 그 정광(精鑛)
26,2604,니켈광,니켈광과 그 정광(精鑛)
26,2605,코발트광,코발트광과 그 정광(精鑛)
26,2606,알루미늄광,알루미늄광과 그 정광(精鑛)
26,2607,연광,납광과 그 정광(精鑛)
26,2608,아연광,아연광과 그 정광(精鑛)
26,2609,주석광,주석광과 그 정광(精鑛)
26,2610,크롬광,크로뮴광과 그 정광(精鑛)
26,2611,텅스텐광,텅스텐광과 그 정광(精鑛)
26,2612,우라늄광,우라늄광이나 토륨광과 그 정광(精鑛)
26,2613,몰리브덴광,몰리브덴광과 그 정광(精鑛)
26,2614,티타늄광,티타늄광과 그 정광(精鑛)
26,2615,지르코늄광,니오븀광·탄탈륨광·바나듐광·지르코늄광과 이들의 정광(精鑛)
26,2616,귀금속광,귀금속광과 그 정광(精鑛)
26,2617,기타의 광,그 밖의 광과 그 정광(精鑛)
26,2618,슬랙샌드,철강을 제조할 때 생기는 알갱이 모양의 슬래그(slag)[슬래그 샌드(slag sand)]
26,2619,기타 웨이스트,"철강을 제조할 때 생기는 슬래그(slag)·드로스(dross)[알갱이 모양의 슬래그는 제외한다], 스케일링(scaling)과 그 밖의 웨이스트(waste)"
26,2620,회와 잔재물,"슬래그(slag), 회(灰), 잔재물(금속·비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
26,2621,기타 슬랙과 회,"그 밖의 슬래그(slag)와 회(灰)[해초의 회(켈프)를 포함한다], 생활폐기물의 소각으로 생기는 회와 잔재물"
27,2701,석탄,석탄과 석탄으로 제조한 연탄·조개탄(ovoid)과 이와 유사한 고체 연료
27,2702,갈탄,갈탄(응결시킨 것인지에 상관없으며 흑옥은 제외한다)
27,2703,토탄,"토탄(토탄 찌꺼기를 포함하며, 응결시킨 것인지에 상관없다)"
27,2704,코크스,"코크스와 반성(半成) 코크스(석탄·갈탄·토탄으로 제조한 것으로 한정하며, 응결시킨 것인지에 상관없다), 레토르트 카본(retort carbon)"
27,2705,석탄가스,석탄가스·수성(水性)가스·발생로(發生爐)가스와 이와 유사한 가스(석유가스와 그 밖의 가스 상태의 탄화수소는 제외한다)
27,2706,광물성 타르,석탄·갈탄·토탄을 증류해서 얻은 타르와 그 밖의 광물성 타르(탈수나 부분 증류한 것과 재구성한 타르를 포함한다)
27,2707,콜타르의 증류물,콜타르(coal tar)를 고온 증류하여 얻은 오일과 그 밖에 이와 유사한 물품[방향족(芳香族) 성분의 중량이 비방향족(非芳香族) 성분의 중량을 초과하는 것으로 한정한다]
27,2708,피치와 피치코크스,피치(pitch)와 피치코크스[콜타르(coal tar)나 그 밖의 광물성 타르에서 얻은 것으로 한정한다]
27,2709,원유,석유와 역청유(瀝靑油)(원유로 한정한다)
27,2710,석유조제품,"석유와 역청유(瀝靑油)(원유는 제외한다), 따로 분류되지 않은 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것으로서 조제품의 기초 성분이 석유나 역청유(瀝靑油)인 것으로 한정한다], 웨이스트 오일(waste oil)"
27,2711,석유가스,석유가스와 그 밖의 가스 상태의 탄화수소
27,2712,광물성왁스,"석유젤리·파라핀왁스·마이크로크리스털린(micro crystalline)석유왁스·슬랙왁스(slack wax)·오조케라이트(ozokerite)·갈탄왁스·토탄왁스, 그 밖의 광물성 왁스와 합성이나 그 밖의 공정에 따라 얻은 이와 유사한 물품(착색한 것인지에 상관없다)"
27,2713,석유·역청유의 잔재물,석유코크스·석유역청(瀝靑)과 그 밖의 석유나 역청유(瀝靑油)의 잔재물
27,2714,천연역청질,"천연의 역청(瀝靑)·아스팔트, 역청질 혈암(瀝靑質 頁巖), 유모 혈암(油母 頁巖), 타르샌드(tar sand), 아스팔타이트와 아스팔트질의 암석"
